mw72:kruD,16220:kruD:n:
mw72:krUrca,16247:krUrca:n:
mw72:kreRi,16197:kreRi:n:
mw72:kroTa,16258:kroTa:n:
mw72:kroDa,16225:kroDa:n:
mw72:krozwf,16244:krozwf:n:
mw72:krOYca,16218:krOYca:n:
mw72:krOYcikIputra,16262:krOYcikIputra:n:
mw72:krOqa,16256:krOqa:n:
mw72:klav,16284:klav:n:
mw72:klAnta,16282:klAnta:n:
mw72:klind,16293:klind:n:
mw72:klinna,16286:klinna:n:
mw72:klu,16311:klu:n:
mw72:kleda,16287:kleda:n:
mw72:kleS,16312:kleS:n:
mw72:kleSa,16299:kleSa:n:
mw72:klEtakika,16314:klEtakika:n:
mw72:klEbya,16310:klEbya:n:
mw72:kvaRita,16325:kvaRita:n:
mw72:kvatya,16319:kvatya:n:
mw72:kvAcitka,16335:kvAcitka:n:
mw72:kvARa,16326:kvARa:n:
mw72:kzaRanu,16363:kzaRanu:n:
mw72:kzaRika,16344:kzaRika:n:
mw72:kzati,16365:kzati:n:
mw72:kzattf,16348:kzattf:n:
mw72:kzantf,16380:kzantf:n:
mw72:kzap,16366:kzap:n:
mw72:kzapaRyu,16377:kzapaRyu:n:
mw72:kzapayat,16370:kzapayat:n:
mw72:kzapA,16375:kzapA:n:
mw72:kzapita,16371:kzapita:n:
mw72:kzamp,16395:kzamp:n:
mw72:kzamya,16389:kzamya:n:
mw72:kzayaRa,16435:kzayaRa:n:
mw72:kzayat,16431:kzayat:n:
mw72:kzayat,16431:kzayat:n:
mw72:kzayaTu,16397:kzayaTu:n:
mw72:kzayayitavya,16446:kzayayitavya:n:
mw72:kzayas,16436:kzayas:n:
mw72:kzayya,16449:kzayya:n:
mw72:kzar,16399:kzar:n:
mw72:kzavaTu,16510:kzavaTu:n:
mw72:kzAti,16419:kzAti:n:
mw72:kzAtri,16422:kzAtri:n:
mw72:kzAnta,16390:kzAnta:n:
mw72:kzAmAprasTa,16426:kzAmAprasTa:n:
mw72:kzAmya,16393:kzAmya:n:
mw72:kziR,16457:kziR:n:
mw72:kzit,16432:kzit:n:
mw72:kzita,16451:kzita:n:
mw72:kzitA,16439:kzitA:n:
mw72:kzipra,16474:kzipra:n:
mw72:kziyA,16453:kziyA:n:
mw72:kzIjana,16491:kzIjana:n:
mw72:kzIRa,16454:kzIRa:n:
mw72:kzIb,16493:kzIb:n:
mw72:kzIyamARa,16455:kzIyamARa:n:
mw72:kzIraKarjUra,54950:kzIraKarjUra:n:
mw72:kzIraya,16496:kzIraya:n:
mw72:kzuRRaka,16521:kzuRRaka:n:
mw72:kzut,16511:kzut:n:
mw72:kzubDa,16546:kzubDa:n:
mw72:kzuB,16545:kzuB:n:
mw72:kzullaka,16567:kzullaka:n:
mw72:kzuvat,16515:kzuvat:n:
mw72:kzetrasaMhitA,54951:kzetrasaMhitA:n:
mw72:kzetrika,16571:kzetrika:n:
mw72:kzeda,16575:kzeda:n:
mw72:kzepa,16475:kzepa:n:
mw72:kzepAyamARa,54953:kzepAyamARa:n:
mw72:kzepiman,16480:kzepiman:n:
mw72:kzemya,16581:kzemya:n:
mw72:kzeya,16456:kzeya:n:
mw72:kzoRI,16598:kzoRI:n:
mw72:kzottf,16527:kzottf:n:
mw72:kzOdrakamAlavI,16609:kzOdrakamAlavI:n:
mw72:kzOdrakya,16608:kzOdrakya:n:
mw72:kzOdrakya,16608:kzOdrakya:n:
mw72:kzOdreya,16607:kzOdreya:n:
mw72:kzOdreya,16607:kzOdreya:n:
mw72:kzOma,16556:kzOma:n:
mw72:kzOmaka,16611:kzOmaka:n:
mw72:kzOra,16564:kzOra:n:
mw72:kzveli,54955:kzveli:n:
mw72:kzvelikA,16633:kzvelikA:n:
mw72:KawaKawAya,16667:KawaKawAya:n:
mw72:Kawika,16665:Kawika:n:
mw72:KaRqakAvya,54956:KaRqakAvya:n:
mw72:KaRqana,16696:KaRqana:n:
mw72:KadikA,16713:KadikA:n:
mw72:Kadira,16711:Kadira:n:
mw72:KanapAna,16740:KanapAna:n:
mw72:Kani,16722:Kani:n:
mw72:KarAlika,16748:KarAlika:n:
mw72:KarikA,16746:KarikA:n:
mw72:KargalA,16753:KargalA:n:
mw72:Karj,16752:Karj:n:
mw72:KarparAla,16762:KarparAla:n:
mw72:KarparikA,16761:KarparikA:n:
mw72:KalaKalAya,54958:KalaKalAya:n:
mw72:Kalati,16780:Kalati:n:
mw72:KalAya,54959:KalAya:n:
mw72:Kali,16773:Kali:n:
mw72:KaliSa,16782:KaliSa:n:
mw72:KalIkf,16776:KalIkf:n:
mw72:KaleSa,16787:KaleSa:n:
mw72:Kalya,16778:Kalya:n:
mw72:KAt,16838:KAt:n:
mw72:KAta,16729:KAta:n:
mw72:KAtman,16840:KAtman:n:
mw72:KAtra,16732:KAtra:n:
mw72:KAdi,16852:KAdi:n:
mw72:KAdita,16847:KAdita:n:
mw72:KAdira,16854:KAdira:n:
mw72:KAduka,16850:KAduka:n:
mw72:KAdoarRas,16855:KAdoarRas:n:
mw72:KAdya,16851:KAdya:n:
mw72:KADUyA,16856:KADUyA:n:
mw72:KAna,16733:KAna:n:
mw72:Kindaka,16888:Kindaka:n:
mw72:Kinna,16881:Kinna:n:
mw72:Kewika,16930:Kewika:n:
mw72:Kewita,16875:Kewita:n:
mw72:KewitAla,16932:KewitAla:n:
mw72:Kewin,16928:Kewin:n:
mw72:KeqitAla,16935:KeqitAla:n:
mw72:Keda,16882:Keda:n:
mw72:Kedi,16937:Kedi:n:
mw72:Kedita,16885:Kedita:n:
mw72:KemakarRa,16939:KemakarRa:n:
mw72:Keya,16739:Keya:n:
mw72:KEmaKA,16951:KEmaKA:n:
mw72:KElika,16894:KElika:n:
mw72:Koraka,54960:Koraka:n:
mw72:Kol,16963:Kol:n:
mw72:gaNgakA,16986:gaNgakA:n:
mw72:gaNgA,16985:gaNgA:n:
mw72:gajin,54961:gajin:n:
mw72:gaYj,16994:gaYj:n:
mw72:gaYjAkinI,16999:gaYjAkinI:n:
mw72:gaYjikA,16998:gaYjikA:n:
mw72:gaRqola,17046:gaRqola:n:
mw72:gaRya,17032:gaRya:n:
mw72:gatI,54962:gatI:n:
mw72:gatIka,17097:gatIka:n:
mw72:gatvA,17100:gatvA:n:
mw72:gad,17049:gad:n:
mw72:gadi,54964:gadi:n:
mw72:gadita,17053:gadita:n:
mw72:gantf,17104:gantf:n:
mw72:gandikA,17064:gandikA:n:
mw72:ganDana,17074:ganDana:n:
mw72:ganDaya,17069:ganDaya:n:
mw72:ganDAlI,17078:ganDAlI:n:
mw72:ganDAlu,17070:ganDAlu:n:
mw72:gamAtra,17119:gamAtra:n:
mw72:gamita,17114:gamita:n:
mw72:gamBIra,17123:gamBIra:n:
mw72:gamBIraka,17088:gamBIraka:n:
mw72:garaBa,17130:garaBa:n:
mw72:garala,17127:garala:n:
mw72:garAgarI,17131:garAgarI:n:
mw72:garita,17129:garita:n:
mw72:gargAwa,17143:gargAwa:n:
mw72:gargIya,17140:gargIya:n:
mw72:garBaRqa,17173:garBaRqa:n:
mw72:garBita,17171:garBita:n:
mw72:garvaRa,17183:garvaRa:n:
mw72:garvara,17180:garvara:n:
mw72:garvAwa,17184:garvAwa:n:
mw72:garvAya,17181:garvAya:n:
mw72:gali,17205:gali:n:
mw72:galita,17200:galita:n:
mw72:galBa,17211:galBa:n:
mw72:galyA,17202:galyA:n:
mw72:gavalgaRa,17238:gavalgaRa:n:
mw72:gavAcI,17220:gavAcI:n:
mw72:gavASira,54967:gavASira:n:
mw72:gavAzikA,17239:gavAzikA:n:
mw72:gavAzikA,17239:gavAzikA:n:
mw72:gavijAta,17224:gavijAta:n:
mw72:gaveSakA,17246:gaveSakA:n:
mw72:gaveza,17228:gaveza:n:
mw72:gANgawa,17270:gANgawa:n:
mw72:gANgAyani,17266:gANgAyani:n:
mw72:gANgezWI,17272:gANgezWI:n:
mw72:gANgya,17268:gANgya:n:
mw72:gAQIkaraRa,17384:gAQIkaraRa:n:
mw72:gARagAri,17276:gARagAri:n:
mw72:gARqIra,17286:gARqIra:n:
mw72:gARqIvin,17285:gARqIvin:n:
mw72:gAtAnugatika,17289:gAtAnugatika:n:
mw72:gAtu,17257:gAtu:n:
mw72:gAtf,17291:gAtf:n:
mw72:gAtra,17259:gAtra:n:
mw72:gAninI,17306:gAninI:n:
mw72:gAnIya,17305:gAnIya:n:
mw72:gAmmanya,17325:gAmmanya:n:
mw72:gAya,17262:gAya:n:
mw72:gira,17394:gira:n:
mw72:girA,17392:girA:n:
mw72:girika,17398:girika:n:
mw72:girita,17395:girita:n:
mw72:gujjarI,17440:gujjarI:n:
mw72:guYja,17435:guYja:n:
mw72:guqacI,17447:guqacI:n:
mw72:guqala,17445:guqala:n:
mw72:guqUcI,17453:guqUcI:n:
mw72:guqera,17446:guqera:n:
mw72:guRayoga,54969:guRayoga:n:
mw72:guRala,17461:guRala:n:
mw72:guRAya,54971:guRAya:n:
mw72:guRikA,17462:guRikA:n:
mw72:guRqicA,17478:guRqicA:n:
mw72:guRqita,17477:guRqita:n:
mw72:guRTaka,17480:guRTaka:n:
mw72:guRya,17466:guRya:n:
mw72:gurumat,54974:gurumat:n:
mw72:guruha,17526:guruha:n:
mw72:gurvarTa,54975:gurvarTa:n:
mw72:gurviRI,17524:gurviRI:n:
mw72:gulmin,17542:gulmin:n:
mw72:gulya,17531:gulya:n:
mw72:gU,17563:gU:n:
mw72:gUQa,17557:gUQa:n:
mw72:gUzaRA,17576:gUzaRA:n:
mw72:gUhana,17558:gUhana:n:
mw72:gfRIzan,17621:gfRIzan:n:
mw72:gfRqiva,17585:gfRqiva:n:
mw72:gfdDa,17588:gfdDa:n:
mw72:gfD,17587:gfD:n:
mw72:gfDU,17596:gfDU:n:
mw72:gfDna,17590:gfDna:n:
mw72:gfDrasI,17597:gfDrasI:n:
mw72:gfDrARa,17594:gfDrARa:n:
mw72:gfhaRI,17616:gfhaRI:n:
mw72:gfhayApya,17607:gfhayApya:n:
mw72:gfhItvA,17797:gfhItvA:n:
mw72:gfhIBU,17612:gfhIBU:n:
mw72:gfhu,17798:gfhu:n:
mw72:gfholikA,17613:gfholikA:n:
mw72:gfhRat,17799:gfhRat:n:
mw72:gfhya,17614:gfhya:n:
mw72:gezRu,17639:gezRu:n:
mw72:geha,17631:geha:n:
mw72:gErakaMvUla,17645:gErakaMvUla:n:
mw72:gErAyaRa,17641:gErAyaRa:n:
mw72:gocArin,54978:gocArin:n:
mw72:gocCAla,17650:gocCAla:n:
mw72:gopaka,17676:gopaka:n:
mw72:gopana,17502:gopana:n:
mw72:gopAya,54979:gopAya:n:
mw72:gopAyaka,17505:gopAyaka:n:
mw72:gopAlava,17680:gopAlava:n:
mw72:gopin,17509:gopin:n:
mw72:gopuwA,17681:gopuwA:n:
mw72:goptavya,17512:goptavya:n:
mw72:goyajYa,54980:goyajYa:n:
mw72:goyIcandra,17685:goyIcandra:n:
mw72:gOqana,17718:gOqana:n:
mw72:gOqika,17716:gOqika:n:
mw72:gOtamasa,17727:gOtamasa:n:
mw72:gOtami,17725:gOtami:n:
mw72:gODUmra,17732:gODUmra:n:
mw72:gODeraka,17730:gODeraka:n:
mw72:gOri,17746:gOri:n:
mw72:gOrika,17741:gOrika:n:
mw72:gOlika,17751:gOlika:n:
mw72:gOlomana,17749:gOlomana:n:
mw72:graTin,17776:graTin:n:
mw72:graTna,17766:graTna:n:
mw72:graBItf,17804:graBItf:n:
mw72:gras,17780:gras:n:
mw72:grAmawikA,54983:grAmawikA:n:
mw72:grAmaya,17831:grAmaya:n:
mw72:grAvan,17840:grAvan:n:
mw72:grAsa,17789:grAsa:n:
mw72:gruc,17854:gruc:n:
mw72:grEva,17846:grEva:n:
mw72:glapana,17872:glapana:n:
mw72:glapsa,17858:glapsa:n:
mw72:glAtf,17873:glAtf:n:
mw72:glAna,17864:glAna:n:
mw72:glAsnu,17880:glAsnu:n:
mw72:gluc,17865:gluc:n:
mw72:gleya,17881:gleya:n:
mw72:glev,17869:glev:n:
mw72:GawarikA,17900:GawarikA:n:
mw72:Gawika,17897:Gawika:n:
mw72:GawiGawa,17901:GawiGawa:n:
mw72:Gawita,17898:Gawita:n:
mw72:Gawotkaca,54984:Gawotkaca:n:
mw72:Gaww,17902:Gaww:n:
mw72:Garzin,18035:Garzin:n:
mw72:Gas,17933:Gas:n:
mw72:GAwAla,17944:GAwAla:n:
mw72:GAwika,17943:GAwika:n:
mw72:GAwika,17943:GAwika:n:
mw72:GARwika,17913:GARwika:n:
mw72:GArteya,17957:GArteya:n:
mw72:GAsa,17938:GAsa:n:
mw72:GuRi,17970:GuRi:n:
mw72:GuRwa,17966:GuRwa:n:
mw72:GuRwika,17972:GuRwika:n:
mw72:GuRqa,17971:GuRqa:n:
mw72:GuraGurAya,17976:GuraGurAya:n:
mw72:GuraRa,17975:GuraRa:n:
mw72:GfRAvAsa,18022:GfRAvAsa:n:
mw72:GfRi,18019:GfRi:n:
mw72:GfRR,18023:GfRR:n:
mw72:Gfta,18010:Gfta:n:
mw72:GfzWilA,18039:GfzWilA:n:
mw72:Gfzvi,18028:Gfzvi:n:
mw72:Goli,18055:Goli:n:
mw72:Goza,17988:Goza:n:
mw72:GozAtakI,18057:GozAtakI:n:
mw72:Gozi,17993:Gozi:n:
mw72:Grati,18066:Grati:n:
mw72:GrA,18065:GrA:n:
mw72:cakAsita,18092:cakAsita:n:
mw72:cakita,18088:cakita:n:
mw72:cakratuRqa,54986:cakratuRqa:n:
mw72:cakralA,18101:cakralA:n:
mw72:cakri,18107:cakri:n:
mw72:cakrika,18102:cakrika:n:
mw72:cakzuzya,18117:cakzuzya:n:
mw72:cakzus,18115:cakzus:n:
mw72:caKvas,54987:caKvas:n:
mw72:caG,18118:caG:n:
mw72:caNga,18122:caNga:n:
mw72:caca,18083:caca:n:
mw72:caYcala,18138:caYcala:n:
mw72:caYcu,18129:caYcu:n:
mw72:caYcula,18141:caYcula:n:
mw72:caYcU,18132:caYcU:n:
mw72:cawacawAyana,18150:cawacawAyana:n:
mw72:cawana,18144:cawana:n:
mw72:caRqAlikA,18165:caRqAlikA:n:
mw72:caRqi,18156:caRqi:n:
mw72:caturaka,18189:caturaka:n:
mw72:caturTa,18176:caturTa:n:
mw72:catula,18191:catula:n:
mw72:catuzka,18179:catuzka:n:
mw72:catus,18183:catus:n:
mw72:catya,18171:catya:n:
mw72:cana,18202:cana:n:
mw72:canas,18198:canas:n:
mw72:candramaha,18223:candramaha:n:
mw72:candralA,18218:candralA:n:
mw72:camat,18243:camat:n:
mw72:camara,18233:camara:n:
mw72:camIkf,18242:camIkf:n:
mw72:camU,18238:camU:n:
mw72:cayanIya,18489:cayanIya:n:
mw72:car,18259:car:n:
mw72:carawa,18280:carawa:n:
mw72:caraRa,18262:caraRa:n:
mw72:caravya,18283:caravya:n:
mw72:carAcara,18269:carAcara:n:
mw72:caritaguRatva,54988:caritaguRatva:n:
mw72:caritavya,18272:caritavya:n:
mw72:carcas,18302:carcas:n:
mw72:carcAya,18294:carcAya:n:
mw72:cartana,18303:cartana:n:
mw72:cartavya,18277:cartavya:n:
mw72:carmarI,18317:carmarI:n:
mw72:carmaru,18313:carmaru:n:
mw72:carmin,18316:carmin:n:
mw72:carya,18278:carya:n:
mw72:carvan,18324:carvan:n:
mw72:carvita,18322:carvita:n:
mw72:caladviza,18339:caladviza:n:
mw72:calana,18329:calana:n:
mw72:cali,18340:cali:n:
mw72:calita,18335:calita:n:
mw72:cARaka,18373:cARaka:n:
mw72:cARakIna,18371:cARakIna:n:
mw72:cARqAlikA,18377:cARqAlikA:n:
mw72:cAtaka,18172:cAtaka:n:
mw72:cAtuHsAgarika,18381:cAtuHsAgarika:n:
mw72:cAtura,18380:cAtura:n:
mw72:cAturaka,18415:cAturaka:n:
mw72:cAturakza,18382:cAturakza:n:
mw72:cAturika,18416:cAturika:n:
mw72:cAturjAtaka,18386:cAturjAtaka:n:
mw72:cAturya,18417:cAturya:n:
mw72:cAturvarRya,18401:cAturvarRya:n:
mw72:cAtra,18418:cAtra:n:
mw72:cAtvAriMSa,18412:cAtvAriMSa:n:
mw72:cApAla,18434:cApAla:n:
mw72:cApin,18431:cApin:n:
mw72:cAyu,18448:cAyu:n:
mw72:cAra,18279:cAra:n:
mw72:cArawI,18464:cArawI:n:
mw72:cAraRa,18452:cAraRa:n:
mw72:cAraBawa,18465:cAraBawa:n:
mw72:cArayitvA,18454:cArayitvA:n:
mw72:cAlikya,18483:cAlikya:n:
mw72:cAlya,18482:cAlya:n:
mw72:cikitsya,18566:cikitsya:n:
mw72:cikina,18514:cikina:n:
mw72:cicIkucI,18537:cicIkucI:n:
mw72:cicIzat,18490:cicIzat:n:
mw72:ciccika,54990:ciccika:n:
mw72:cicciwiNga,18539:cicciwiNga:n:
mw72:ciw,18548:ciw:n:
mw72:cit,18491:cit:n:
mw72:citkanakanTa,18607:citkanakanTa:n:
mw72:citta,18569:citta:n:
mw72:cittIkfta,18573:cittIkfta:n:
mw72:citya,18496:citya:n:
mw72:cintiqI,18629:cintiqI:n:
mw72:cintita,18625:cintita:n:
mw72:cintokti,18630:cintokti:n:
mw72:cintya,18627:cintya:n:
mw72:cinmaya,18632:cinmaya:n:
mw72:cinvat,18497:cinvat:n:
mw72:ciratikta,18652:ciratikta:n:
mw72:ciratna,18647:ciratna:n:
mw72:ciramBaRa,18653:ciramBaRa:n:
mw72:ciraya,18649:ciraya:n:
mw72:cirarAtra,54991:cirarAtra:n:
mw72:cirAwikA,18654:cirAwikA:n:
mw72:cirAtikta,18655:cirAtikta:n:
mw72:cirAya,18650:cirAya:n:
mw72:cirin,18701:cirin:n:
mw72:ciru,18660:ciru:n:
mw72:cIri,18703:cIri:n:
mw72:cIrita,18700:cIrita:n:
mw72:cucupa,18726:cucupa:n:
mw72:cucUka,18725:cucUka:n:
mw72:cucUka,18725:cucUka:n:
mw72:cuccU,18723:cuccU:n:
mw72:cUqaya,54992:cUqaya:n:
mw72:cUqAmla,18818:cUqAmla:n:
mw72:cUqAmla,18818:cUqAmla:n:
mw72:cUqAra,18813:cUqAra:n:
mw72:cUrikA,18825:cUrikA:n:
mw72:cUrI,18824:cUrI:n:
mw72:cUlikA,54993:cUlikA:n:
mw72:cUlin,18840:cUlin:n:
mw72:ceka,18851:ceka:n:
mw72:cekita,18588:cekita:n:
mw72:ceccet,18854:ceccet:n:
mw72:cewa,18549:cewa:n:
mw72:cet,18859:cet:n:
mw72:cetaka,18590:cetaka:n:
mw72:cetayitf,18598:cetayitf:n:
mw72:cetavya,18499:cetavya:n:
mw72:cetizWa,18864:cetizWa:n:
mw72:cetf,18504:cetf:n:
mw72:cetya,18602:cetya:n:
mw72:cetyA,18509:cetyA:n:
mw72:cedika,18869:cedika:n:
mw72:ceya,18500:ceya:n:
mw72:celAla,18878:celAla:n:
mw72:celikA,18875:celikA:n:
mw72:cEwayatAyani,18898:cEwayatAyani:n:
mw72:cEtanya,18603:cEtanya:n:
mw72:cElaki,18923:cElaki:n:
mw72:cElika,18922:cElika:n:
mw72:cEleya,54994:cEleya:n:
mw72:cokuwi,18924:cokuwi:n:
mw72:coqa,18929:coqa:n:
mw72:coda,18746:coda:n:
mw72:corAyita,54995:corAyita:n:
mw72:corikA,18783:corikA:n:
mw72:colakin,18935:colakin:n:
mw72:coza,18846:coza:n:
mw72:cozkUyamARa,52970:cozkUyamARa:n:
mw72:cozya,18848:cozya:n:
mw72:cOpAyana,18947:cOpAyana:n:
mw72:cOra,18786:cOra:n:
mw72:cOrola,18949:cOrola:n:
mw72:cOrya,18792:cOrya:n:
mw72:cOluka,18952:cOluka:n:
mw72:cOlukya,18951:cOlukya:n:
mw72:cyava,18956:cyava:n:
mw72:cyavana,18954:cyavana:n:
mw72:cyAvita,18963:cyAvita:n:
mw72:cyu,18955:cyu:n:
mw72:cyUta,18973:cyUta:n:
mw72:cyota,18970:cyota:n:
mw72:cyota,18970:cyota:n:
mw72:cyOtna,18967:cyOtna:n:
mw72:CagaRa,18982:CagaRa:n:
mw72:Cagala,18979:Cagala:n:
mw72:Cattvara,18993:Cattvara:n:
mw72:Cad,18986:Cad:n:
mw72:Cadmaw,19026:Cadmaw:n:
mw72:Cadman,18999:Cadman:n:
mw72:CanacCan,19028:CanacCan:n:
mw72:Canda,19016:Canda:n:
mw72:Candoma,19023:Candoma:n:
mw72:Canna,19002:Canna:n:
mw72:CardApanikA,19043:CardApanikA:n:
mw72:Cardi,19039:Cardi:n:
mw72:Calika,19053:Calika:n:
mw72:Calita,19051:Calita:n:
mw72:CalitarAma,54997:CalitarAma:n:
mw72:Calin,19052:Calin:n:
mw72:CAgaRa,19071:CAgaRa:n:
mw72:CAgala,19063:CAgala:n:
mw72:CAta,19075:CAta:n:
mw72:CAttra,19003:CAttra:n:
mw72:CAyaka,19090:CAyaka:n:
mw72:CAyA,19089:CAyA:n:
mw72:Cikkara,19096:Cikkara:n:
mw72:CikkA,19094:CikkA:n:
mw72:CikkAra,19097:CikkAra:n:
mw72:Cikkika,19095:Cikkika:n:
mw72:CittvA,19102:CittvA:n:
mw72:Cid,19099:Cid:n:
mw72:CekAla,19153:CekAla:n:
mw72:Cettavya,19119:Cettavya:n:
mw72:Celu,19156:Celu:n:
mw72:CEdika,19130:CEdika:n:
mw72:Cowin,19162:Cowin:n:
mw72:CoraRa,19149:CoraRa:n:
mw72:jaganu,19190:jaganu:n:
mw72:jaganvas,19184:jaganvas:n:
mw72:jaggika,19194:jaggika:n:
mw72:jagDa,19178:jagDa:n:
mw72:jaNgapUga,19208:jaNgapUga:n:
mw72:jaNgama,19187:jaNgama:n:
mw72:jaNgiqa,19213:jaNgiqa:n:
mw72:jaNgula,19212:jaNgula:n:
mw72:jaNGanyamAna,53876:jaNGanyamAna:n:
mw72:jaNGAla,19215:jaNGAla:n:
mw72:jawAwIra,19240:jawAwIra:n:
mw72:jawAyu,19229:jawAyu:n:
mw72:jaqAtmaka,54999:jaqAtmaka:n:
mw72:jaqiman,19247:jaqiman:n:
mw72:janakarI,19298:janakarI:n:
mw72:janat,19260:janat:n:
mw72:janamejaya,19299:janamejaya:n:
mw72:janayat,19264:janayat:n:
mw72:janAntika,19300:janAntika:n:
mw72:jani,19272:jani:n:
mw72:japA,19314:japA:n:
mw72:japita,19307:japita:n:
mw72:japila,19315:japila:n:
mw72:japtavya,19310:japtavya:n:
mw72:jabDf,19319:jabDf:n:
mw72:jaB,19318:jaB:n:
mw72:jamaja,19332:jamaja:n:
mw72:jamat,19329:jamat:n:
mw72:jamadagni,19333:jamadagni:n:
mw72:jamana,19330:jamana:n:
mw72:jambula,19343:jambula:n:
mw72:jambUka,19342:jambUka:n:
mw72:jambUla,19344:jambUla:n:
mw72:jamBa,19320:jamBa:n:
mw72:jamBalikA,19351:jamBalikA:n:
mw72:jamBin,19349:jamBin:n:
mw72:jamBIra,19350:jamBIra:n:
mw72:jamBya,19324:jamBya:n:
mw72:jaraqI,19390:jaraqI:n:
mw72:jaraRa,19365:jaraRa:n:
mw72:jaraRIya,19393:jaraRIya:n:
mw72:jaraRqa,19367:jaraRqa:n:
mw72:jaraRyu,19394:jaraRyu:n:
mw72:jarat,19369:jarat:n:
mw72:jaramARa,19395:jaramARa:n:
mw72:jarayitf,19373:jarayitf:n:
mw72:jaritf,19397:jaritf:n:
mw72:jarin,19382:jarin:n:
mw72:jarj,19401:jarj:n:
mw72:jarjara,19385:jarjara:n:
mw72:jarJ,19404:jarJ:n:
mw72:jarRa,19389:jarRa:n:
mw72:jalaSarkarA,55001:jalaSarkarA:n:
mw72:jalAya,19418:jalAya:n:
mw72:jalAladInAhakavarasAha,19423:jalAladInAhakavarasAha:n:
mw72:jalAluka,19419:jalAluka:n:
mw72:jalAza,19424:jalAza:n:
mw72:jalikA,19420:jalikA:n:
mw72:javanAla,19445:javanAla:n:
mw72:javanikA,19437:javanikA:n:
mw72:javAla,19448:javAla:n:
mw72:javin,19440:javin:n:
mw72:javipulA,19449:javipulA:n:
mw72:javizWa,19442:javizWa:n:
mw72:jahnAvI,19466:jahnAvI:n:
mw72:jahnu,19465:jahnu:n:
mw72:jahla,19468:jahla:n:
mw72:ja|u,19434:ja|u:n:
mw72:jAgaryA,19484:jAgaryA:n:
mw72:jAguqa,19472:jAguqa:n:
mw72:jAqya,19512:jAqya:n:
mw72:jAta,19296:jAta:n:
mw72:jAtarUpa,19520:jAtarUpa:n:
mw72:jAtAyana,19515:jAtAyana:n:
mw72:jAtI,55002:jAtI:n:
mw72:jAtIya,19517:jAtIya:n:
mw72:jAtUkarRya,19528:jAtUkarRya:n:
mw72:jAtya,19519:jAtya:n:
mw72:jAnat,19542:jAnat:n:
mw72:jAnantapi,19532:jAnantapi:n:
mw72:jAnanti,19543:jAnanti:n:
mw72:jAnapada,19533:jAnapada:n:
mw72:jAnAna,19544:jAnAna:n:
mw72:jAnAyana,19539:jAnAyana:n:
mw72:jAnu,19546:jAnu:n:
mw72:jAnuka,19541:jAnuka:n:
mw72:jApana,19555:jApana:n:
mw72:jApin,19553:jApin:n:
mw72:jAmitra,19571:jAmitra:n:
mw72:jAmeya,19570:jAmeya:n:
mw72:jAmbuka,19578:jAmbuka:n:
mw72:jAmbuvat,19575:jAmbuvat:n:
mw72:jAyanteya,19584:jAyanteya:n:
mw72:jAyamAna,19297:jAyamAna:n:
mw72:jAruja,19840:jAruja:n:
mw72:jArutTa,19595:jArutTa:n:
mw72:jArutTa,19595:jArutTa:n:
mw72:jAruDi,19592:jAruDi:n:
mw72:jAlakinI,19607:jAlakinI:n:
mw72:jAlakIya,19606:jAlakIya:n:
mw72:jAlavAla,19615:jAlavAla:n:
mw72:jAlahrada,19612:jAlahrada:n:
mw72:jAlahrada,19612:jAlahrada:n:
mw72:jAlAya,19601:jAlAya:n:
mw72:jAlAza,19616:jAlAza:n:
mw72:jAlika,19602:jAlika:n:
mw72:jAlmaka,19619:jAlmaka:n:
mw72:jAlya,19604:jAlya:n:
mw72:jigarti,19656:jigarti:n:
mw72:jigIzat,19636:jigIzat:n:
mw72:jiGatsu,19666:jiGatsu:n:
mw72:jiGAMsaka,19659:jiGAMsaka:n:
mw72:jiqaDana,19687:jiqaDana:n:
mw72:jit,19641:jit:n:
mw72:jittama,19689:jittama:n:
mw72:jitya,19644:jitya:n:
mw72:jIrRi,19843:jIrRi:n:
mw72:jIrvi,19732:jIrvi:n:
mw72:juzkaka,19790:juzkaka:n:
mw72:juzwa,19784:juzwa:n:
mw72:juhU,19796:juhU:n:
mw72:juhUrARa,19795:juhUrARa:n:
mw72:juhvAna,54229:juhvAna:n:
mw72:jU,19800:jU:n:
mw72:jUwaka,19807:jUwaka:n:
mw72:jUta,19803:jUta:n:
mw72:jUr,19810:jUr:n:
mw72:jUrRa,19775:jUrRa:n:
mw72:jUrRin,19815:jUrRin:n:
mw72:jUrRI,19776:jUrRI:n:
mw72:jUrti,19816:jUrti:n:
mw72:jUrya,19777:jUrya:n:
mw72:jF,19829:jF:n:
mw72:jetavya,19648:jetavya:n:
mw72:jenya,19853:jenya:n:
mw72:jeman,19850:jeman:n:
mw72:jeman,19850:jeman:n:
mw72:jemana,19696:jemana:n:
mw72:jemana,19696:jemana:n:
mw72:jeya,19649:jeya:n:
mw72:jez,19857:jez:n:
mw72:jeza,19851:jeza:n:
mw72:jola,19892:jola:n:
mw72:joza,19787:joza:n:
mw72:jozit,19901:jozit:n:
mw72:jozya,19898:jozya:n:
mw72:jYapti,19912:jYapti:n:
mw72:jYA,19907:jYA:n:
mw72:jYu,19937:jYu:n:
mw72:jYeya,19936:jYeya:n:
mw72:jyakA,19957:jyakA:n:
mw72:jyA,19940:jyA:n:
mw72:jyAkA,19958:jyAkA:n:
mw72:jyAna,19944:jyAna:n:
